catalog_index,catalog_id,material_no,master_category,name,category,thickness_mm,weight_kg_m2,ra_dba,source_ref,r_63_hz,r_125_hz,r_250_hz,r_500_hz,r_1000_hz,r_2000_hz,spectrum_ok,supplier,phone,buildup,cavity_fill,laminate,glass_t1_mm,glass_cavity_mm,glass_t2_mm,rqa_dba,c_dm3_s,dna_dba,height_mm,depth_mm,length_mm,sh_mm,doorlaat_m2_m,source
1576,D03213,3213,Ventilatievoorzieningen,Duco SkyMax Corto ...,,,,,Contactpersoon Be...,30.9,29.2,28.9,35.0,40.1,37.9,True,,,,,,,,,7.9,20.7,34.8,,,,,,catalogusGG.pdf
1577,D03214,3214,Ventilatievoorzieningen,Duco SkyMax Corto ...,,,,,Contactpersoon Be...,29.9,28.6,27.9,32.7,38.5,36.8,True,,,,,,,,,7.8,26.9,33.5,,,,,,catalogusGG.pdf
1578,D03215,3215,Ventilatievoorzieningen,Duco SkyMax Corto ...,,,,,Contactpersoon Be...,29.4,28.0,27.3,31.8,37.0,35.2,True,,,,,,,,,7.6,32.0,32.6,,,,,,catalogusGG.pdf
1579,D03216,3216,Ventilatievoorzieningen,Duco SkyMax Medio...,,,,,Contactpersoon Be...,33.2,32.5,31.2,42.8,48.5,45.9,True,,,,,,,,,9.4,11.2,38.9,,,,,,catalogusGG.pdf
1580,D03217,3217,Ventilatievoorzieningen,Duco SkyMax Medio...,,,,,Contactpersoon Be...,31.5,30.7,28.4,37.2,42.6,43.3,True,,,,,,,,,8.3,17.7,35.8,,,,,,catalogusGG.pdf
1581,D03218,3218,Ventilatievoorzieningen,Duco SkyMax Medio...,,,,,Contactpersoon Be...,30.7,29.1,26.8,35.6,40.8,41.6,True,,,,,,,,,8.3,25.6,34.2,,,,,,catalogusGG.pdf
1582,D03219,3219,Ventilatievoorzieningen,Duco SkyMax Medio...,,,,,Contactpersoon Be...,29.9,28.6,26.2,33.7,38.6,39.8,True,,,,,,,,,8.1,30.8,33.2,,,,,,catalogusGG.pdf
1583,D03220,3220,Ventilatievoorzieningen,Duco SkyMax Alto 1...,,,,,Contactpersoon Be...,36.9,32.4,30.7,44.8,52.3,50.2,True,,,,,,,,,9.9,11.9,39.1,,,,,,catalogusGG.pdf
1584,D03221,3221,Ventilatievoorzieningen,Duco SkyMax Alto 1...,,,,,Contactpersoon Be...,34.8,30.7,28.6,39.1,45.9,47.1,True,,,,,,,,,9.1,17.5,36.6,,,,,,catalogusGG.pdf
1585,D03222,3222,Ventilatievoorzieningen,Duco SkyMax Alto 2...,,,,,Contactpersoon Be...,33.4,30.2,27.2,36.7,43.5,44.5,True,,,,,,,,,9.4,26.3,35.2,,,,,,catalogusGG.pdf
1586,D03223,3223,Ventilatievoorzieningen,Duco SkyMax Alto 2...,,,,,Contactpersoon Be...,32.3,29.7,26.2,35.1,41.0,42.1,True,,,,,,,,,8.7,29.7,34.0,,,,,,catalogusGG.pdf
1587,D03224,3224,Ventilatievoorzieningen,Duco SkyMax Largo...,,,,,Contactpersoon Be...,41.5,34.8,36.2,45.5,54.4,56.1,True,,,,,,,,,14.1,11.9,43.4,,,,,,catalogusGG.pdf
1588,D03225,3225,Ventilatievoorzieningen,Duco SkyMax Largo...,,,,,Contactpersoon Be...,38.4,32.2,31.5,39.0,45.6,48.6,True,,,,,,,,,11.2,17.9,38.6,,,,,,catalogusGG.pdf
1589,D03226,3226,Ventilatievoorzieningen,Duco SkyMax Largo...,,,,,Contactpersoon Be...,36.9,30.9,28.6,36.3,44.0,45.0,True,,,,,,,,,10.4,26.9,36.1,,,,,,catalogusGG.pdf
1590,D03227,3227,Ventilatievoorzieningen,Duco SkyMax Largo...,,,,,Contactpersoon Be...,36.7,30.8,28.1,34.0,39.3,41.9,True,,,,,,,,,9.4,28.9,34.8,,,,,,catalogusGG.pdf
1591,D03228,3228,Ventilatievoorzieningen,"Innoventus G2, 100...",,,,,Rapport Peutz A 13...,34.2,40.5,43.7,53.2,51.0,60.0,True,,,,,,,,,25.2,60.0,47.4,0.0,0.0,,,,catalogusGG.pdf
1592,D03229,3229,Ventilatievoorzieningen,"Innoventus G2, 120...",,,,,Rapport Peutz A 13...,33.2,38.3,39.5,48.6,49.2,57.0,True,,,,,,,,,23.2,68.0,44.8,0.0,0.0,,,,catalogusGG.pdf
1593,D03230,3230,Ventilatievoorzieningen,"Sonair F+, G2 [1]",,,,,Rapport Peutz A 13...,33.1,40.0,44.7,53.9,53.7,61.8,True,,,,,,,,,26.6,82.0,47.5,0.0,0.0,,,,catalogusGG.pdf
1594,D03231,3231,Ventilatievoorzieningen,"Sonair F+, F6 [1]",,,,,Rapport Peutz A 13...,32.0,40.1,45.7,56.3,53.8,55.4,True,,,,,,,,,24.4,53.0,47.1,0.0,0.0,,,,catalogusGG.pdf
1595,D03232,3232,Ventilatievoorzieningen,"Sonair A+, G2 [1]",,,,,Rapport Peutz A 13...,35.1,40.4,44.1,51.0,50.0,54.6,True,,,,,,,,,25.5,67.0,47.2,0.0,0.0,,,,catalogusGG.pdf
1596,D03233,3233,Ventilatievoorzieningen,"Sonair A+, F6 [1]",,,,,Rapport Peutz A 13...,34.4,40.4,44.8,52.5,50.2,51.8,True,,,,,,,,,24.1,50.0,47.1,0.0,0.0,,,,catalogusGG.pdf
1597,D03239,3239,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL132 - Invisivent E...,38.2,36.5,34.8,31.5,32.5,36.8,True,,,,,,,,,3.6,10.6,33.4,0.0,0.0,,,,catalogusGG.pdf
1598,D03240,3240,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL134 - Invisivent E...,42.3,39.8,36.9,34.9,37.1,43.6,True,,,,,,,,,6.1,7.3,37.5,0.0,0.0,,,,catalogusGG.pdf
1599,D03242,3242,Ventilatievoorzieningen,Duco GlasMax 'ZR' ...,glas,,,,Cauberg - Huygen ...,22.7,24.7,26.7,24.9,26.8,28.0,True,,,,,,,,,3.8,54.9,26.4,,,,,,catalogusGG.pdf
1600,D03243,3243,Ventilatievoorzieningen,Duco MiniMax 'ZR' 5...,,,,,Cauberg Huygen B...,20.8,23.8,22.9,29.8,34.9,35.7,True,,,,,,,,,6.1,49.6,29.2,,,,,,catalogusGG.pdf
1601,D03244,3244,Ventilatievoorzieningen,Duco FireMax EW 3...,,,,,Contactpersoon duc...,35.3,33.2,31.1,27.9,34.8,38.6,True,,,,,,,,,6.1,24.1,32.3,,,,,,catalogusGG.pdf
1602,D03245,3245,Ventilatievoorzieningen,Duco FireMax EW 3...,,,,,Contactpersoon duc...,22.7,24.7,26.7,24.9,26.8,28.0,True,,,,,,,,,0.9,28.6,26.4,,,,,,catalogusGG.pdf
1603,D03249,3249,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,30.1,29.9,27.9,29.5,33.6,33.0,True,,,,,,,,,7.7,43.2,31.3,,,,,,catalogusGG.pdf
1604,D03250,3250,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,30.0,29.2,25.7,27.7,36.2,33.4,True,,,,,,,,,6.9,43.2,30.5,,,,,,catalogusGG.pdf
1605,D03251,3251,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,29.7,29.4,26.0,28.9,35.8,33.1,True,,,,,,,,,7.3,43.2,31.0,,,,,,catalogusGG.pdf
1606,D03252,3252,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,29.4,29.6,26.2,30.1,38.8,37.7,True,,,,,,,,,8.6,43.2,32.3,,,,,,catalogusGG.pdf
1607,D03253,3253,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,28.9,30.4,27.5,33.4,40.4,41.6,True,,,,,,,,,10.6,43.2,34.2,,,,,,catalogusGG.pdf
1608,D03254,3254,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,30.1,30.2,28.8,30.4,34.4,37.5,True,,,,,,,,,7.4,30.8,32.5,,,,,,catalogusGG.pdf
1609,D03255,3255,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,29.8,29.3,27.0,28.4,36.8,39.4,True,,,,,,,,,6.7,30.8,31.8,,,,,,catalogusGG.pdf
1610,D03256,3256,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,30.5,30.9,28.5,31.8,41.1,46.1,True,,,,,,,,,9.4,30.8,34.5,,,,,,catalogusGG.pdf
1611,D03257,3257,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,29.0,30.5,29.0,33.5,43.2,47.6,True,,,,,,,,,10.2,30.8,35.3,,,,,,catalogusGG.pdf
1612,D03258,3258,Ventilatievoorzieningen,Duco DucoTwin 120 ...,,,,,PEUTZ A 2016-1-R...,29.3,31.5,31.1,36.0,46.5,52.8,True,,,,,,,,,12.2,30.8,37.3,,,,,,catalogusGG.pdf
1613,D03259,3259,Ventilatievoorzieningen,Duco Silenzio Retro ...,,,,,Eco-Scan A-2015_...,38.8,37.4,33.7,40.8,42.3,44.7,True,,,,,,,,,10.3,10.7,40.0,350.0,69.0,,,,catalogusGG.pdf
1614,D03264,3264,Ventilatievoorzieningen,Renson type AR90 [1],,,,,VL034 AR90 Van D...,28.6,28.9,29.2,29.0,25.5,33.2,True,,,,,,,,,-1.8,11.2,27.7,0.0,0.0,,,,catalogusGG.pdf
1615,D03266,3266,Ventilatievoorzieningen,Renson type Invisiv...,,,,,VL132 - Invisivent E...,38.2,36.5,34.8,31.5,32.5,36.8,True,,,,,,,,,3.6,10.6,33.4,0.0,0.0,,,,catalogusGG.pdf
1616,D03268,3268,Ventilatievoorzieningen,Renson type Invisiv...,,,,,VL140 - Invisivent E...,42.3,39.8,36.9,34.9,37.1,43.6,True,,,,,,,,,6.1,7.3,37.5,0.0,0.0,,,,catalogusGG.pdf
1617,D03276,3276,Ventilatievoorzieningen,Renson type Oxyve...,,,,,VL107 - THK170 - v...,33.6,29.3,25.0,20.5,25.6,36.7,True,,,,,,,,,-4.5,11.8,24.8,0.0,0.0,,,,catalogusGG.pdf
1618,D03277,3277,Ventilatievoorzieningen,Renson type Sonosl...,,,,,AC12-110 GB Sono...,52.7,46.6,37.9,34.4,38.2,43.3,True,,,,,,,,,-1.3,1.2,37.9,0.0,0.0,,,,catalogusGG.pdf
1619,D03278,3278,Ventilatievoorzieningen,Renson type Sonosl...,,,,,AC11-010 GB Sleuf...,38.2,40.5,42.8,40.5,35.7,39.5,True,,,,,,,,,-2.2,1.0,37.8,0.0,0.0,,,,catalogusGG.pdf
1620,D03279,3279,Ventilatievoorzieningen,Renson type Sonosl...,,,,,AC11-011 GB Sleufr...,43.5,42.0,40.5,39.1,34.7,38.2,True,,,,,,,,,-2.1,1.3,36.8,0.0,0.0,,,,catalogusGG.pdf
1621,D03280,3280,Ventilatievoorzieningen,Renson type Sonosl...,,,,,AC11-012 GB Sleuf...,46.4,43.6,38.9,38.0,34.0,36.6,True,,,,,,,,,-1.8,1.7,35.8,0.0,0.0,,,,catalogusGG.pdf
1622,D03281,3281,Ventilatievoorzieningen,Renson type Sonosl...,,,,,AC11-013 GB Sleuf...,44.4,41.7,37.1,36.3,32.5,34.9,True,,,,,,,,,-1.8,2.5,34.3,0.0,0.0,,,,catalogusGG.pdf
1623,D03282,3282,Ventilatievoorzieningen,Renson type THM90...,,,,,"VL022 TH90, THAK...",24.4,25.0,25.6,24.7,26.5,26.9,True,,,,,,,,,-4.4,9.3,26.0,0.0,0.0,,,,catalogusGG.pdf
1624,D03283,3283,Ventilatievoorzieningen,Acoustair AGV K ve...,,,,,Peutz Rapportnum...,34.5,39.6,35.0,42.8,44.3,46.6,True,,,,,,,,,11.2,9.5,41.4,,,,,,catalogusGG.pdf
1625,D03284,3284,Ventilatievoorzieningen,Acoustair AGV K zel...,,,,,Peutz Rapportnum...,34.4,37.5,32.8,42.0,40.9,47.3,True,,,,,,,,,11.7,17.1,39.4,,,,,,catalogusGG.pdf
1626,D03313,3313,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,41.9,38.9,29.1,32.9,38.6,42.1,True,,,,,,,,,6.8,14.4,35.2,0.0,0.0,,,,catalogusGG.pdf
1627,D03314,3314,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,41.2,38.1,27.7,31.9,37.5,41.0,True,,,,,,,,,7.3,21.3,34.0,0.0,0.0,,,,catalogusGG.pdf
1628,D03315,3315,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,42.3,37.7,26.9,28.5,34.1,39.6,True,,,,,,,,,5.4,23.7,31.7,0.0,0.0,,,,catalogusGG.pdf
1629,D03316,3316,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,41.8,36.9,26.3,27.2,32.6,38.7,True,,,,,,,,,5.0,27.5,30.6,0.0,0.0,,,,catalogusGG.pdf
1630,D03378,3378,Ventilatievoorzieningen,ClimaRad S-Fan qv...,,,,,Peutz Meetrapport ...,37.5,39.6,33.8,42.1,48.3,53.5,True,,,,,,,,,10.9,8.3,41.7,,,,,,catalogusGG.pdf
1631,D03379,3379,Ventilatievoorzieningen,ClimaRad S-Fan qv...,,,,,Peutz Meetrapport ...,37.5,39.6,33.8,42.1,48.3,53.5,True,,,,,,,,,13.9,16.7,41.7,,,,,,catalogusGG.pdf
1632,D03380,3380,Ventilatievoorzieningen,ClimaRad S-Fan qv...,,,,,Peutz Meetrapport ...,37.5,39.6,33.8,42.1,48.3,53.5,True,,,,,,,,,15.6,25.0,41.7,,,,,,catalogusGG.pdf
1633,D03381,3381,Ventilatievoorzieningen,ClimaRad S-Fan qv...,,,,,Peuts Meetrapport ...,37.5,39.6,33.8,42.1,48.3,53.5,True,,,,,,,,,16.9,33.3,41.7,,,,,,catalogusGG.pdf
1634,D03382,3382,Ventilatievoorzieningen,ClimaRad S-Fan qv...,,,,,Peutz Meetrapport ...,37.5,39.6,33.8,42.1,48.3,53.5,True,,,,,,,,,17.9,41.7,41.7,,,,,,catalogusGG.pdf
1635,D03389,3389,Ventilatievoorzieningen,Alara Lukagro buite...,,,,,Peutz Luchtgeluidis...,9.6,8.3,9.7,14.1,20.7,21.6,True,,,,,,,,,0.0,0.0,15.1,,,,,,catalogusGG.pdf
1636,D03390,3390,Ventilatievoorzieningen,Alara Lukagro buite...,,,,,Peutz Luchtgeluidis...,10.0,7.4,9.4,15.4,22.1,24.2,True,,,,,,,,,0.0,0.0,15.3,,,,,,catalogusGG.pdf
1637,D03391,3391,Ventilatievoorzieningen,Alara Lukagro buite...,,,,,Peutz Luchtgeluidis...,11.9,8.2,14.4,24.4,37.6,39.5,True,,,,,,,,,0.0,0.0,19.4,,,,,,catalogusGG.pdf
1638,D03392,3392,Ventilatievoorzieningen,Alara Lukagro buite...,,,,,Peutz Luchtgeluidis...,7.3,7.1,7.7,9.5,12.7,13.4,True,,,,,,,,,0.0,0.0,10.8,,,,,,catalogusGG.pdf
1639,D03490,3490,Ventilatievoorzieningen,Duco EasyFit 50 'ZR...,,,,,,24.5,26.8,29.1,23.6,26.0,29.9,True,,,,,,,,,-4.8,7.9,26.2,,,,,,catalogusGG.pdf
1640,D03493,3493,Ventilatievoorzieningen,"Renson VariaCoust ... -27,2",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,19.3,0.0,0.0,0.0,,,,catalogusGG.pdf
1641,D03494,3494,Ventilatievoorzieningen,"Renson VariaCoust ... -26,6",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,22.1,0.0,0.0,0.0,,,,catalogusGG.pdf
1642,D03495,3495,Ventilatievoorzieningen,"Renson VariaCoust ... -25,9",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,26.0,0.0,0.0,0.0,,,,catalogusGG.pdf
1643,D03496,3496,Ventilatievoorzieningen,Renson FireCatch 1...,,,,,finaal rapport FireC...,47.7,40.1,29.3,25.0,25.5,33.5,True,,,,,,,,,-1.5,14.0,27.0,0.0,0.0,,,,catalogusGG.pdf
1644,D03497,3497,Ventilatievoorzieningen,"Renson FireCatch 19 -27,2",,,,,finaal rapport FireC...,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,19.0,0.0,0.0,0.0,,,,catalogusGG.pdf
1645,D03498,3498,Ventilatievoorzieningen,Renson Junior 150 ...,,,,,P050080-01-conce...,29.4,29.0,28.6,25.3,22.5,28.2,True,,,,,,,,,-4.7,11.7,24.7,0.0,0.0,,,,catalogusGG.pdf
1646,D03499,3499,Ventilatievoorzieningen,Renson MultiTop EP...,,,,,090416-145-R-HV-r...,47.5,42.7,33.7,33.2,30.5,30.7,True,,,,,,,,,4.8,21.2,31.5,0.0,0.0,,,,catalogusGG.pdf
1647,D03500,3500,Ventilatievoorzieningen,Renson MultiAir EP...,,,,,HO202-01 - definitief,30.6,29.3,28.0,26.4,24.4,31.0,True,,,,,,,,,-2.2,14.1,26.3,0.0,0.0,,,,catalogusGG.pdf
1648,D03501,3501,Ventilatievoorzieningen,Renson MultiAir EP...,,,,,HO202-01 - definitief,30.6,29.3,28.0,26.4,24.4,31.0,True,,,,,,,,,-1.1,18.0,26.3,0.0,0.0,,,,catalogusGG.pdf
1649,D03502,3502,Ventilatievoorzieningen,Renson MultiAir EP...,,,,,HO202-01 - definitief,30.6,29.3,28.0,26.4,24.4,31.0,True,,,,,,,,,-0.7,19.7,26.3,0.0,0.0,,,,catalogusGG.pdf
1650,D03503,3503,Ventilatievoorzieningen,Renson MultiAir EP...,,,,,HO202-01 - definitief,30.6,29.3,28.0,26.4,24.4,31.0,True,,,,,,,,,-2.2,14.1,26.3,0.0,0.0,,,,catalogusGG.pdf
1651,D03504,3504,Ventilatievoorzieningen,Renson MultiAir EP...,,,,,HO202-01 - definitief,30.6,29.3,28.0,26.4,24.4,31.0,True,,,,,,,,,-1.1,18.0,26.3,0.0,0.0,,,,catalogusGG.pdf
1652,D03505,3505,Ventilatievoorzieningen,Renson MultiAir EP...,,,,,HO202-01 - definitief,30.6,29.3,28.0,26.4,24.4,31.0,True,,,,,,,,,-0.7,19.7,26.3,0.0,0.0,,,,catalogusGG.pdf
1653,D03506,3506,Ventilatievoorzieningen,Renson FlexAir EPC...,,,,,R085025aaA4 em_...,27.4,27.5,27.6,24.5,22.5,25.5,True,,,,,,,,,-4.5,14.0,24.1,0.0,0.0,,,,catalogusGG.pdf
1654,D03507,3507,Ventilatievoorzieningen,Renson FlexAir EPC...,,,,,R085025aaA4 em_...,27.4,27.5,27.6,24.5,22.5,25.5,True,,,,,,,,,-3.4,18.0,24.1,0.0,0.0,,,,catalogusGG.pdf
1655,D03508,3508,Ventilatievoorzieningen,Renson FlexAir EPC...,,,,,R085025aaA4 em_...,27.4,27.5,27.6,24.5,22.5,25.5,True,,,,,,,,,-2.3,22.9,24.1,0.0,0.0,,,,catalogusGG.pdf
1656,D03509,3509,Ventilatievoorzieningen,Renson TC 60 [1],,,,,AC2002001 TC60 o...,25.4,26.2,25.4,27.9,27.9,27.9,True,,,,,,,,,-1.7,12.3,27.4,0.0,0.0,,,,catalogusGG.pdf
1657,D03510,3510,Ventilatievoorzieningen,Renson THK90 [1],,,,,"VL022 TH90, THAK...",26.4,26.1,25.5,25.5,31.1,28.9,True,,,,,,,,,-1.4,11.6,27.9,0.0,0.0,,,,catalogusGG.pdf
1658,D03511,3511,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL125 - Invisivent E...,28.2,28.3,28.4,27.6,24.8,26.8,True,,,,,,,,,-3.5,10.8,26.2,0.0,0.0,,,,catalogusGG.pdf
1659,D03512,3512,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL131 - Invisivent E...,28.8,29.9,31.0,26.9,23.8,30.5,True,,,,,,,,,-2.4,14.1,26.1,0.0,0.0,,,,catalogusGG.pdf
1660,D03513,3513,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL156 - Invisivent E...,53.2,47.3,37.5,35.5,43.3,54.6,True,,,,,,,,,7.7,5.5,40.3,0.0,0.0,,,,catalogusGG.pdf
1661,D03514,3514,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL132 - Invisivent E...,38.2,36.5,34.8,31.5,32.5,36.8,True,,,,,,,,,3.6,10.6,33.4,0.0,0.0,,,,catalogusGG.pdf
1662,D03515,3515,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL134 - Invisivent E...,42.3,39.8,36.9,34.9,37.1,43.6,True,,,,,,,,,6.1,7.3,37.5,0.0,0.0,,,,catalogusGG.pdf
1663,D03516,3516,Ventilatievoorzieningen,Renson Invisivent N...,,,,,VL156 - Invisivent E...,53.2,47.3,37.5,35.5,41.3,54.6,True,,,,,,,,,7.2,5.5,39.8,0.0,0.0,,,,catalogusGG.pdf
1664,D03517,3517,Ventilatievoorzieningen,Renson Invisivent AI...,,,,,VL183 - Renson Inv...,25.4,33.5,31.6,28.3,27.6,33.7,True,,,,,,,,,-0.6,10.6,29.1,0.0,0.0,,,,catalogusGG.pdf
1665,D03518,3518,Ventilatievoorzieningen,Renson Invisivent AI...,,,,,VL185 - Renson Inv...,25.7,36.0,33.7,28.9,32.8,42.6,True,,,,,,,,,2.7,10.6,32.4,0.0,0.0,,,,catalogusGG.pdf
1666,D03519,3519,Ventilatievoorzieningen,Renson Invisivent C...,,,,,VL187 - Renson Inv...,27.1,36.5,33.6,28.8,33.5,43.4,True,,,,,,,,,-2.0,3.4,32.7,0.0,0.0,,,,catalogusGG.pdf
1667,D03520,3520,Ventilatievoorzieningen,Renson Invisivent C...,,,,,VL189 - Renson Inv...,28.6,38.5,35.5,32.4,39.4,55.1,True,,,,,,,,,0.3,2.3,36.6,0.0,0.0,,,,catalogusGG.pdf
1668,D03521,3521,Ventilatievoorzieningen,Renson Invisivent C...,,,,,VL191 - Renson Inv...,28.7,39.1,36.1,34.6,44.5,61.6,True,,,,,,,,,1.5,1.9,38.7,0.0,0.0,,,,catalogusGG.pdf
1669,D03522,3522,Ventilatievoorzieningen,Renson Invisivent AI...,,,,,VL185 - Renson Inv...,25.7,36.0,33.7,28.9,32.8,42.6,True,,,,,,,,,2.6,10.4,32.4,0.0,0.0,,,,catalogusGG.pdf
1670,D03523,3523,Ventilatievoorzieningen,Renson Invisivent C...,,,,,VL187 - Renson Inv...,27.1,36.5,33.6,28.8,33.5,43.4,True,,,,,,,,,-2.4,3.1,32.7,0.0,0.0,,,,catalogusGG.pdf
1671,D03524,3524,Ventilatievoorzieningen,Renson Invisivent C...,,,,,VL189 - Renson Inv...,28.6,38.5,35.5,32.4,39.4,55.1,True,,,,,,,,,0.1,2.2,36.6,0.0,0.0,,,,catalogusGG.pdf
1672,D03525,3525,Ventilatievoorzieningen,Renson Invisivent C...,,,,,VL191 - Renson Inv...,28.7,39.1,36.1,34.6,44.5,61.6,True,,,,,,,,,1.3,1.8,38.7,0.0,0.0,,,,catalogusGG.pdf
1673,D03526,3526,Ventilatievoorzieningen,Duco FireMax EW 9...,,,,,Contactpersoon duc...,22.7,24.7,26.7,24.9,26.8,28.0,True,,,,,,,,,0.9,28.6,26.4,,,,,,catalogusGG.pdf
1674,D03527,3527,Ventilatievoorzieningen,Silenzio Retro met D...,,,,,Contactpersoon duc...,35.7,37.4,33.7,40.8,42.3,44.7,True,,,,,,,,,9.4,9.0,39.9,0.0,0.0,0.0,,,catalogusGG.pdf
1675,D03528,3528,Ventilatievoorzieningen,Silenzio Retro zond...,,,,,Contactpersoon duc...,35.7,37.4,33.7,40.8,42.3,44.7,True,,,,,,,,,10.2,10.7,39.9,0.0,0.0,0.0,,,catalogusGG.pdf
1676,D03529,3529,Ventilatievoorzieningen,Ducotop 50 'ZR' met...,,,,,Contactpersoon duc...,31.5,29.7,27.9,23.1,25.3,29.3,True,,,,,,,,,-3.3,12.6,25.7,0.0,0.0,0.0,,,catalogusGG.pdf
1677,D03530,3530,Ventilatievoorzieningen,Duco TronicTop 50 [1],,,,,Contactpersoon duc...,31.5,29.7,27.9,23.1,25.3,29.3,True,,,,,,,,,-2.6,14.8,25.7,0.0,0.0,0.0,,,catalogusGG.pdf
1678,D03531,3531,Ventilatievoorzieningen,DucoTon 10 'ZR' me...,,,,,Contactpersoon duc...,23.4,25.9,28.4,26.9,25.6,27.6,True,,,,,,,,,-4.1,8.7,26.5,0.0,0.0,0.0,,,catalogusGG.pdf
1679,D03532,3532,Ventilatievoorzieningen,DucoKlep 15 'ZR' m...,,,,,Contactpersoon duc...,22.8,24.2,25.6,24.9,23.3,25.7,True,,,,,,,,,-4.6,12.9,24.3,0.0,0.0,0.0,,,catalogusGG.pdf
1680,D03533,3533,Ventilatievoorzieningen,DucoLine 10 'ZR' m...,,,,,Contactpersoon duc...,24.6,26.4,28.0,30.0,24.7,29.4,True,,,,,,,,,-3.7,9.1,26.7,0.0,0.0,0.0,,,catalogusGG.pdf
1681,D03534,3534,Ventilatievoorzieningen,DucoLine 17 'ZR' m...,,,,,Contactpersoon duc...,22.0,24.7,27.4,28.5,24.7,28.3,True,,,,,,,,,-2.1,14.8,26.2,0.0,0.0,0.0,,,catalogusGG.pdf
1682,D03535,3535,Ventilatievoorzieningen,Ducoline 23 'ZR' me...,,,,,Contactpersoon duc...,20.9,23.9,26.9,28.1,24.5,26.3,True,,,,,,,,,-1.6,19.2,25.5,0.0,0.0,0.0,,,catalogusGG.pdf
1683,D03537,3537,Ventilatievoorzieningen,Duco TronicGlasma...,glas,,,,Contactpersoon duc...,36.3,33.7,31.1,28.6,39.2,46.4,True,,,,,,,,,5.7,15.9,33.7,0.0,0.0,0.0,,,catalogusGG.pdf
1684,D03538,3538,Ventilatievoorzieningen,Duco TronicGlasma...,glas,,,,Contactpersoon duc...,34.8,32.9,31.0,27.9,36.2,40.5,True,,,,,,,,,5.9,21.1,32.6,0.0,0.0,0.0,,,catalogusGG.pdf
1685,D03539,3539,Ventilatievoorzieningen,Duco TronicGlasma...,glas,,,,Contactpersoon duc...,35.3,33.2,31.1,27.9,24.8,28.6,True,,,,,,,,,0.6,24.1,26.8,0.0,0.0,0.0,,,catalogusGG.pdf
1686,D03540,3540,Ventilatievoorzieningen,Duco TronicGlasma...,glas,,,,Contactpersoon duc...,22.7,24.7,26.7,24.9,26.8,28.0,True,,,,,,,,,0.9,28.6,26.4,0.0,0.0,0.0,,,catalogusGG.pdf
1687,D03541,3541,Ventilatievoorzieningen,Duco TronicMinimax...,,,,,Contactpersoon duc...,21.0,24.4,23.5,31.2,33.9,35.0,True,,,,,,,,,2.5,19.6,29.5,0.0,0.0,0.0,,,catalogusGG.pdf
1688,D03542,3542,Ventilatievoorzieningen,Duco TronicMinimax...,,,,,Contactpersoon duc...,21.6,25.0,23.8,31.9,36.0,37.6,True,,,,,,,,,2.0,14.7,30.3,0.0,0.0,0.0,,,catalogusGG.pdf
1689,D03543,3543,Ventilatievoorzieningen,Duco TronicMinimax...,,,,,Contactpersoon duc...,20.8,23.8,22.9,29.8,34.9,35.7,True,,,,,,,,,2.9,23.7,29.2,0.0,0.0,0.0,,,catalogusGG.pdf
1690,D03544,3544,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,Contactpersoon duc...,32.5,30.5,28.5,23.5,25.7,27.7,True,,,,,,,,,-3.0,12.8,25.9,0.0,0.0,0.0,,,catalogusGG.pdf
1691,D03545,3545,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,Contactpersoon duc...,37.5,33.9,30.3,26.3,31.7,41.1,True,,,,,,,,,1.8,13.1,30.6,0.0,0.0,0.0,,,catalogusGG.pdf
